Route_Name,Route_Link,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seat_Availability
Gangtok to Siliguri,https://www.redbus.in/bus-tickets/gangtok-to-siliguri,APSARA BUS SERVICE,Non AC Seater (2+2),15:30,04h 05m,19:35,1.9,INR 240,28 Seats available
Siliguri to Singtham (Sikkim),https://www.redbus.in/bus-tickets/siliguri-to-singtham-sikkim,Sikkim Nationalised Transport (SNT) - 170874,NON A/C Seater (2+2),15:00,04h 25m,19:25,4.2,INR 205,1 Seat available
